,brain region,measurement,standard deviation,measurement type,measurement unit,cell type,source title,comment,specimen age
393,"Bed nuclei of the stria terminalis, anterior division, fusiform nucleus",167.6490121447,121.3944516164,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
394,"Bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus",19.2637197885,43.0749869465,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
395,"Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus",26.3274198269,23.6671622185,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
396,"Bed nuclei of the stria terminalis, anterior division, oval nucleus",351.1420742845,176.0473472309,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
397,"Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus",2.6804860615,5.9937490462,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
398,"Bed nuclei of the stria terminalis, anterior division, ventral nucleus",30.3555264099,20.0076141728,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
399,"Bed nuclei of the stria terminalis, posterior division",373.1505106237,85.9528812011,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
400,"Bed nuclei of the stria terminalis, posterior division, dorsal nucleus",196.335078534,439.0185819699,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
401,"Bed nuclei of the stria terminalis, posterior division, principal nucleus",127.6072975606,48.296792958,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
402,"Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus",199.2276124445,37.4914036573,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
403,"Bed nuclei of the stria terminalis, posterior division, transverse nucleus",6.1816649657,13.8226230774,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
404,"Bed nuclei of the stria terminalis, posterior division, strial extension",5527.3164530156,1571.0969506495,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
405,Bed nucleus of the anterior commissure,728.1189197754,273.0312495487,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
406,Cerebellum,30456.2339158183,2072.8801907225,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
407,Cerebellar cortex,34997.0538172508,2168.9067603373,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
408,Vermal regions,36256.2232789646,1737.8636331758,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
409,Lingula (I),30717.0605592663,4022.1479825779,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
410,"Lingula (I), molecular layer",34961.603151325,4692.6841820312,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
411,"Lingula (I), granular layer",25385.9467497346,5410.9655364305,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
412,Central lobule,37004.0955639518,1574.0726832801,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
413,Lobule II,36316.7010809342,1873.9406675898,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
414,"Lobule II, molecular layer",46925.4358735271,2802.5938514806,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
415,"Lobule II, granular layer",24648.1503089453,1678.8983942279,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
416,Lobule III,37369.9017548658,1564.5302153138,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
417,"Lobule III, molecular layer",45797.66041879,2045.4127929822,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
418,"Lobule III, Purkinje layer",29572.3427712355,1818.2800419462,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
419,Culmen,36231.6534796426,1305.7323511084,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
420,Lobules IV-V,36231.6534796426,1305.7323511084,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
421,"Lobules IV-V, molecular layer",43203.4957224248,1617.3890526117,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
422,"Lobules IV-V, granular layer",28245.3575009445,1235.6906309798,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
423,Declive (VI),32478.3558852081,1479.9975738088,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
424,"Declive (VI), molecular layer",40742.4478834074,1825.3934870064,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
425,"Declive (VI), granular layer",24077.3084389129,1641.0913296776,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
426,Folium-tuber vermis (VII),43496.4867965071,2433.7722382295,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
427,"Folium-tuber vermis (VII), molecular layer",50104.9001576682,2331.1944305732,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
428,"Folium-tuber vermis (VII), granular layer",37147.0627091886,2955.3318165708,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
429,Pyramus (VIII),39880.0741410489,5029.5801881411,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
430,"Pyramus (VIII), molecular layer",35379.791175748,4440.6735036335,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
431,"Pyramus (VIII), granular layer",43171.2280410161,6283.9054670122,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
432,Uvula (IX),43628.3013065671,4048.7960689165,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
433,"Uvula (IX), molecular layer",47785.8030615302,3977.5340888616,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
434,"Uvula (IX), granular layer",39908.0890477179,4297.8234459764,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
435,Nodulus (X),30656.4196886747,3358.106776738,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
436,"Nodulus (X), molecular layer",38456.7703582854,5363.6805235758,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
437,"Nodulus (X), granular layer",23120.3025765726,2442.2475236212,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
438,Hemispheric regions,34172.8727999807,2845.1629735616,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
439,Simple lobule,35999.7260441034,1319.7847154625,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
440,"Simple lobule, molecular layer",43175.7092783436,1511.4769827635,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
441,"Simple lobule, granular layer",27107.2697514151,1702.4545141137,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
442,Ansiform lobule,35520.0421704063,1226.5434469447,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
443,Crus 1,31649.6026332709,1004.3657491408,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
444,"Crus 1, molecular layer",38234.8137347448,1979.05748793,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
445,"Crus 1, granular layer",27873.9731408992,1649.1263324915,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
446,Crus 2,38248.9420045411,1457.1477788668,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
447,"Crus 2, molecular layer",44376.1874546526,1717.3659872687,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
448,"Crus 2, granular layer",34547.6113292281,1636.8573089935,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
449,Paramedian lobule,33493.2634551371,1241.42638532,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
450,"Paramedian lobule, molecular layer",41964.1651702898,2035.7307743995,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
